Id,Processor_Manufacturer,Processor,GPU_Manufacturer,Memory_Capacity,Memory_Type,Price_Original
1271,NVidia,GeForce 520,Jaton,1.00000,GDDR3,0
1272,NVidia,GeForce 520,MSI,1.00000,GDDR3,42.5
1273,NVidia,GeForce 520,MSI,2.00000,GDDR3,60
1274,NVidia,GeForce 520,PNY,1.00000,GDDR3,0
1275,NVidia,GeForce 520,Point of View,1.00000,GDDR3,36.5
1276,NVidia,GeForce 520,Sparkle,1.00000,GDDR3,0
1277,NVidia,GeForce 520,Sparkle,2.00000,GDDR3,0
1278,NVidia,GeForce 520,XFX,1.00000,GDDR3,0
1279,NVidia,GeForce 520,XFX,2.00000,GDDR3,0
1280,NVidia,GeForce 520,Zotac,.50000,GDDR3,0
1281,NVidia,GeForce 520,Zotac,1.00000,GDDR3,0
1282,NVidia,GeForce 520,Zotac,2.00000,GDDR3,0
1283,NVidia,GeForce 5200,Zotac,.25000,GDDR,0
1284,NVidia,GeForce 550 Ti,Asus,1.00000,GDDR5,145
1285,NVidia,GeForce 550 Ti,ECS Elitegroup,1.00000,GDDR5,0
1286,NVidia,GeForce 550 Ti,EVGA,1.00000,GDDR5,102.7000000000
1287,NVidia,GeForce 550 Ti,EVGA,2.00000,GDDR5,168.5
1288,NVidia,GeForce 550 Ti,Gainward,1.00000,GDDR5,126.5
1289,NVidia,GeForce 550 Ti,GALAX,1.00000,GDDR5,0
1290,NVidia,GeForce 550 Ti,GALAX,2.00000,GDDR5,0
1291,NVidia,GeForce 550 Ti,Gigabyte,1.00000,GDDR5,77.6800000000
1292,NVidia,GeForce 550 Ti,MSI,1.00000,GDDR5,136.5
1293,NVidia,GeForce 550 Ti,Palit,1.00000,GDDR5,78.66
1294,NVidia,GeForce 550 Ti,PNY,1.00000,GDDR5,0
1295,NVidia,GeForce 550 Ti,Sparkle,1.00000,GDDR5,0
1296,NVidia,GeForce 550 Ti,Zotac,1.00000,GDDR5,0
1297,NVidia,GeForce 560,Asus,1.00000,GDDR5,197.5
1298,NVidia,GeForce 560,ECS Elitegroup,1.00000,GDDR5,0
1299,NVidia,GeForce 560,EVGA,1.00000,GDDR5,189
1300,NVidia,GeForce 560,EVGA,2.00000,GDDR5,230.5
1301,NVidia,GeForce 560,GALAX,1.00000,GDDR5,0
1302,NVidia,GeForce 560,GALAX,2.00000,GDDR5,0
1303,NVidia,GeForce 560,MSI,1.00000,GDDR5,0
1304,NVidia,GeForce 560,PNY,1.00000,GDDR5,0
1305,NVidia,GeForce 560,Point of View,1.00000,GDDR5,99.56
1306,NVidia,GeForce 560,Sparkle,1.00000,GDDR5,0
1307,NVidia,GeForce 560,Sparkle,2.00000,GDDR5,0
1308,NVidia,GeForce 560,Zotac,1.00000,GDDR5,0
1309,NVidia,GeForce 560,Zotac,2.00000,GDDR5,0
1310,NVidia,GeForce 560 Ti,Asus,1.00000,GDDR5,0
1311,NVidia,GeForce 560 Ti,Asus,1.25000,GDDR5,0
1312,NVidia,GeForce 560 Ti,Asus,2.00000,GDDR5,241
1313,NVidia,GeForce 560 Ti,ECS Elitegroup,1.00000,GDDR5,0
1314,NVidia,GeForce 560 Ti,EVGA,1.00000,GDDR5,36.0900000000
1315,NVidia,GeForce 560 Ti,EVGA,1.25000,GDDR5,279
1316,NVidia,GeForce 560 Ti,EVGA,2.00000,GDDR5,276.5
1317,NVidia,GeForce 560 Ti,Gainward,1.00000,GDDR5,19.2700000000
1318,NVidia,GeForce 560 Ti,GALAX,1.00000,GDDR5,0
1319,NVidia,GeForce 560 Ti,GALAX,1.25000,GDDR5,0
1320,NVidia,GeForce 560 Ti,Gigabyte,1.00000,GDDR5,150.4900000000
1321,NVidia,GeForce 560 Ti,Gigabyte,1.25000,GDDR5,0
1322,NVidia,GeForce 560 Ti,MSI,1.00000,GDDR5,167.2200000000
1323,NVidia,GeForce 560 Ti,MSI,1.25000,GDDR5,0
1324,NVidia,GeForce 560 Ti,PNY,1.00000,GDDR5,226.54
1325,NVidia,GeForce 560 Ti,Point of View,1.00000,GDDR5,142.45
1326,NVidia,GeForce 560 Ti,Sparkle,1.00000,GDDR5,0
1327,NVidia,GeForce 560 Ti,Zotac,1.00000,GDDR5,0
1328,NVidia,GeForce 560 Ti,Zotac,1.25000,GDDR5,0
1329,NVidia,GeForce 570,Asus,1.25000,GDDR5,0
1330,NVidia,GeForce 570,ECS Elitegroup,1.25000,GDDR5,0
1331,NVidia,GeForce 570,EVGA,1.25000,GDDR5,313.6250000000
1332,NVidia,GeForce 570,GALAX,1.25000,GDDR5,0
1333,NVidia,GeForce 570,Gigabyte,1.25000,GDDR5,363
1334,NVidia,GeForce 570,MSI,1.25000,GDDR5,0
1335,NVidia,GeForce 570,Palit,1.25000,GDDR5,226.25
1336,NVidia,GeForce 570,PNY,1.25000,GDDR5,0
1337,NVidia,GeForce 570,Sparkle,1.25000,GDDR5,0
1338,NVidia,GeForce 570,Zotac,1.25000,GDDR5,0
1339,NVidia,GeForce 580,Asus,1.50000,GDDR5,0
1340,NVidia,GeForce 580,Asus,3.00000,GDDR5,0
1341,NVidia,GeForce 580,ECS Elitegroup,1.50000,GDDR5,0
1342,NVidia,GeForce 580,EVGA,1.50000,GDDR5,500.5
1343,NVidia,GeForce 580,EVGA,3.00000,GDDR5,574
1344,NVidia,GeForce 580,Gainward,1.50000,GDDR5,337.42
1345,NVidia,GeForce 580,GALAX,1.50000,GDDR5,0
1346,NVidia,GeForce 580,Gigabyte,1.50000,GDDR5,0
1347,NVidia,GeForce 580,Gigabyte,3.00000,GDDR5,0
1348,NVidia,GeForce 580,MSI,1.50000,GDDR5,0
1349,NVidia,GeForce 580,MSI,3.00000,GDDR5,0
1350,NVidia,GeForce 580,Palit,1.50000,GDDR5,288.0000000000
1351,NVidia,GeForce 580,PNY,1.50000,GDDR5,421.5
1352,NVidia,GeForce 580,Sparkle,1.50000,GDDR5,0
1353,NVidia,GeForce 580,Zotac,1.50000,GDDR5,0
1354,NVidia,GeForce 580,Zotac,3.00000,GDDR5,0
1355,NVidia,GeForce 590,Asus,3.00000,GDDR5,0
1356,NVidia,GeForce 610,Asus,1.00000,GDDR3,122.0300000000
1357,NVidia,GeForce 610,Asus,2.00000,GDDR3,19.7300000000
1358,NVidia,GeForce 610,ECS Elitegroup,1.00000,GDDR3,0
1359,NVidia,GeForce 610,EVGA,1.00000,GDDR3,109.3333333333
1360,NVidia,GeForce 610,EVGA,2.00000,GDDR3,29.9900000000
1361,NVidia,GeForce 610,Gainward,1.00000,GDDR3,26.3800000000
1362,NVidia,GeForce 610,GALAX,1.00000,GDDR3,29.9900000000
1363,NVidia,GeForce 610,GALAX,2.00000,GDDR3,32.7600000000
1364,NVidia,GeForce 610,Gigabyte,1.00000,GDDR3,102.5000000000
1365,NVidia,GeForce 610,Gigabyte,2.00000,GDDR3,25.0900000000
1366,NVidia,GeForce 610,Jaton,1.00000,GDDR3,189.7100000000
1367,NVidia,GeForce 610,Jaton,2.00000,GDDR3,120.7500000000
1368,NVidia,GeForce 610,MSI,1.00000,GDDR3,1119.8300000000
1369,NVidia,GeForce 610,MSI,2.00000,GDDR3,18.5000000000
1370,NVidia,GeForce 610,Palit,1.00000,GDDR3,17.0000000000
1371,NVidia,GeForce 610,PNY,1.00000,GDDR3,22.0000000000
1372,NVidia,GeForce 610,Sparkle,1.00000,GDDR3,22.25
1373,NVidia,GeForce 610,Sparkle,2.00000,GDDR3,34.4900000000
1374,NVidia,GeForce 610,XFX,1.00000,GDDR3,0
1375,NVidia,GeForce 610,XFX,2.00000,GDDR3,0
1376,NVidia,GeForce 610,Zotac,.50000,GDDR3,0
1377,NVidia,GeForce 610,Zotac,1.00000,GDDR3,23.2400000000
1378,NVidia,GeForce 610,Zotac,2.00000,GDDR3,26.5000000000
1379,NVidia,GeForce 620,Asus,1.00000,GDDR3,44.1100000000
1380,NVidia,GeForce 620,ECS Elitegroup,1.00000,GDDR3,0
1381,NVidia,GeForce 620,ECS Elitegroup,2.00000,GDDR3,0
1382,NVidia,GeForce 620,EVGA,1.00000,GDDR3,21.5000000000
1383,NVidia,GeForce 620,EVGA,2.00000,GDDR3,0
1384,NVidia,GeForce 620,Gainward,1.00000,GDDR3,42.5800000000
1385,NVidia,GeForce 620,GALAX,2.00000,GDDR3,0
1386,NVidia,GeForce 620,Gigabyte,1.00000,GDDR3,46.77
1387,NVidia,GeForce 620,MSI,1.00000,GDDR3,45.7700000000
1388,NVidia,GeForce 620,MSI,2.00000,GDDR3,50.7300000000
1389,NVidia,GeForce 620,Palit,2.00000,GDDR3,30.7200000000
1390,NVidia,GeForce 620,PNY,1.00000,GDDR3,39.2700000000
1391,NVidia,GeForce 620,XFX,1.00000,GDDR3,0
1392,NVidia,GeForce 620,XFX,2.00000,GDDR3,0
1393,NVidia,GeForce 620,Zotac,1.00000,GDDR3,46.7
1394,NVidia,GeForce 620,Zotac,2.00000,GDDR3,39.3500000000
1395,NVidia,GeForce 6200,MSI,.06250,GDDR,90
1396,NVidia,GeForce 630,Asus,2.00000,GDDR3,55.27
1397,NVidia,GeForce 630,Asus,4.00000,GDDR3,76.0800000000
1398,NVidia,GeForce 630,ECS Elitegroup,1.00000,GDDR3,0
1399,NVidia,GeForce 630,EVGA,1.00000,GDDR3,0
1400,NVidia,GeForce 630,EVGA,1.00000,GDDR5,0
1401,NVidia,GeForce 630,EVGA,2.00000,GDDR3,48.41
1402,NVidia,GeForce 630,Gainward,1.00000,GDDR3,40.0000000000
1403,NVidia,GeForce 630,Gainward,2.00000,GDDR3,44.42
1404,NVidia,GeForce 630,GALAX,1.00000,GDDR3,0
1405,NVidia,GeForce 630,Gigabyte,1.00000,GDDR3,64
1406,NVidia,GeForce 630,Gigabyte,2.00000,GDDR3,51.2700000000
1407,NVidia,GeForce 630,HP,2.00000,GDDR3,102.2871428571
1408,NVidia,GeForce 630,Inno3D,4.00000,GDDR3,54.9400000000
1409,NVidia,GeForce 630,Jaton,1.00000,GDDR3,83.99
1410,NVidia,GeForce 630,Jaton,2.00000,GDDR3,100.1700000000
1411,NVidia,GeForce 630,MSI,1.00000,GDDR3,46.51
1412,NVidia,GeForce 630,MSI,2.00000,GDDR3,50.76
1413,NVidia,GeForce 630,MSI,4.00000,GDDR3,52.3700000000
1414,NVidia,GeForce 630,Palit,2.00000,GDDR3,29.9900000000
1415,NVidia,GeForce 630,PNY,1.00000,GDDR3,42.83
1416,NVidia,GeForce 630,PNY,2.00000,GDDR3,107.0000000000
1417,NVidia,GeForce 630,Sparkle,1.00000,GDDR3,0
1418,NVidia,GeForce 630,Sparkle,2.00000,GDDR3,0
1419,NVidia,GeForce 630,Sparkle,4.00000,GDDR3,0
1420,NVidia,GeForce 630,XFX,1.00000,GDDR3,0
1421,NVidia,GeForce 630,XFX,2.00000,GDDR3,0
1422,NVidia,GeForce 630,Zotac,1.00000,GDDR3,37.3700000000
1423,NVidia,GeForce 630,Zotac,2.00000,GDDR3,112.9900000000
1424,NVidia,GeForce 630,Zotac,4.00000,GDDR3,49.4600000000
1425,NVidia,GeForce 640,Asus,1.00000,GDDR3,107.05
1426,NVidia,GeForce 640,Asus,1.00000,GDDR5,108
1427,NVidia,GeForce 640,Asus,2.00000,GDDR3,125.0000000000
1428,NVidia,GeForce 640,ECS Elitegroup,2.00000,GDDR3,0
1429,NVidia,GeForce 640,EVGA,1.00000,GDDR5,0
1430,NVidia,GeForce 640,EVGA,2.00000,GDDR3,142
1431,NVidia,GeForce 640,EVGA,4.00000,GDDR3,156.5
1432,NVidia,GeForce 640,Gainward,1.00000,GDDR3,53.8400000000
1433,NVidia,GeForce 640,Gainward,2.00000,GDDR3,41.0900000000
1434,NVidia,GeForce 640,GALAX,1.00000,GDDR3,0
1435,NVidia,GeForce 640,GALAX,2.00000,GDDR3,0
1436,NVidia,GeForce 640,Gigabyte,1.00000,GDDR5,102.5000000000
1437,NVidia,GeForce 640,Gigabyte,2.00000,GDDR3,65.51
1438,NVidia,GeForce 640,MSI,1.00000,GDDR3,81.0100000000
1439,NVidia,GeForce 640,MSI,1.00000,GDDR5,111.98
1440,NVidia,GeForce 640,MSI,2.00000,GDDR3,61.9700000000
1441,NVidia,GeForce 640,MSI,4.00000,GDDR3,90.9500000000
1442,NVidia,GeForce 640,Palit,1.00000,GDDR3,40.0300000000
1443,NVidia,GeForce 640,Palit,2.00000,GDDR3,60.2400000000
1444,NVidia,GeForce 640,PNY,1.00000,GDDR3,0
1445,NVidia,GeForce 640,PNY,2.00000,GDDR3,56.4500000000
1446,NVidia,GeForce 640,Sparkle,1.00000,GDDR3,0
1447,NVidia,GeForce 640,Sparkle,2.00000,GDDR3,0
1448,NVidia,GeForce 640,XFX,2.00000,GDDR3,0
1449,NVidia,GeForce 640,Zotac,1.00000,GDDR3,60.6500000000
1450,NVidia,GeForce 640,Zotac,1.00000,GDDR5,0
1451,NVidia,GeForce 640,Zotac,2.00000,GDDR3,111.9900000000
1452,NVidia,GeForce 640,Zotac,2.00000,GDDR5,0
1453,NVidia,GeForce 650,Asus,1.00000,GDDR5,86.95
1454,NVidia,GeForce 650,Asus,2.00000,GDDR5,142.08
1455,NVidia,GeForce 650,EVGA,1.00000,GDDR5,129.8750000000
1456,NVidia,GeForce 650,EVGA,2.00000,GDDR5,105.8300000000
1457,NVidia,GeForce 650,Gainward,1.00000,GDDR5,42.3100000000
1458,NVidia,GeForce 650,Gainward,2.00000,GDDR5,102.43
1459,NVidia,GeForce 650,GALAX,1.00000,GDDR5,0
1460,NVidia,GeForce 650,Gigabyte,1.00000,GDDR5,124.0000000000
1461,NVidia,GeForce 650,Gigabyte,2.00000,GDDR5,120.8900000000
1462,NVidia,GeForce 650,Gigabyte,4.00000,GDDR5,103.1300000000
1463,NVidia,GeForce 650,MSI,1.00000,GDDR5,47.99
1464,NVidia,GeForce 650,MSI,2.00000,GDDR5,0
1465,NVidia,GeForce 650,Palit,2.00000,GDDR5,100.1100000000
1466,NVidia,GeForce 650,PNY,1.00000,GDDR5,102.2300000000
1467,NVidia,GeForce 650,PNY,2.00000,GDDR5,188.5
1468,NVidia,GeForce 650,Sparkle,1.00000,GDDR5,0
1469,NVidia,GeForce 650,Zotac,1.00000,GDDR5,89.37
1470,NVidia,GeForce 650,Zotac,2.00000,GDDR5,100.5500000000
1471,NVidia,GeForce 650 Ti,Asus,1.00000,GDDR5,100.0500000000
1472,NVidia,GeForce 650 Ti,Asus,2.00000,GDDR5,182
1473,NVidia,GeForce 650 Ti,ECS Elitegroup,1.00000,GDDR5,0
1474,NVidia,GeForce 650 Ti,EVGA,1.00000,GDDR5,89
1475,NVidia,GeForce 650 Ti,EVGA,2.00000,GDDR5,129.8600000000
1476,NVidia,GeForce 650 Ti,Gainward,1.00000,GDDR5,119.1400000000
1477,NVidia,GeForce 650 Ti,Gainward,2.00000,GDDR5,130.13
1478,NVidia,GeForce 650 Ti,GALAX,1.00000,GDDR5,0
1479,NVidia,GeForce 650 Ti,GALAX,2.00000,GDDR5,0
1480,NVidia,GeForce 650 Ti,Gigabyte,1.00000,GDDR5,101.29
1481,NVidia,GeForce 650 Ti,Gigabyte,2.00000,GDDR5,115.3700000000
1482,NVidia,GeForce 650 Ti,MSI,1.00000,GDDR5,177.8333333333
1483,NVidia,GeForce 650 Ti,MSI,2.00000,GDDR5,100.0600000000
1484,NVidia,GeForce 650 Ti,PNY,1.00000,GDDR5,115.1900000000
1485,NVidia,GeForce 650 Ti,PNY,2.00000,GDDR5,0
1486,NVidia,GeForce 650 Ti,Sparkle,1.00000,GDDR5,100.7100000000
1487,NVidia,GeForce 650 Ti,Zotac,1.00000,GDDR5,100.1400000000
1488,NVidia,GeForce 650 Ti,Zotac,2.00000,GDDR5,100.9900000000
1489,NVidia,GeForce 660,Asus,2.00000,GDDR5,119.9900000000
1490,NVidia,GeForce 660,Club 3D,2.00000,GDDR5,182.98
1491,NVidia,GeForce 660,EVGA,2.00000,GDDR5,127.9000000000
1492,NVidia,GeForce 660,EVGA,3.00000,GDDR5,0
1493,NVidia,GeForce 660,Gainward,2.00000,GDDR5,119.6300000000
1494,NVidia,GeForce 660,GALAX,2.00000,GDDR5,0
1495,NVidia,GeForce 660,Gigabyte,2.00000,GDDR5,110.5900000000
1496,NVidia,GeForce 660,Gigabyte,3.00000,GDDR5,123.8500000000
1497,NVidia,GeForce 660,MSI,2.00000,GDDR5,125.9300000000
1498,NVidia,GeForce 660,Palit,2.00000,GDDR5,101.2900000000
1499,NVidia,GeForce 660,PNY,2.00000,GDDR5,0
1500,NVidia,GeForce 660,Sparkle,2.00000,GDDR5,189.98
1501,NVidia,GeForce 660,Zotac,2.00000,GDDR5,142.2200000000
1502,NVidia,GeForce 660 Ti,Asus,2.00000,GDDR5,291.0000000000
1503,NVidia,GeForce 660 Ti,Asus,3.00000,GDDR5,255
1504,NVidia,GeForce 660 Ti,EVGA,2.00000,GDDR5,310
1505,NVidia,GeForce 660 Ti,EVGA,3.00000,GDDR5,338
1506,NVidia,GeForce 660 Ti,Gainward,2.00000,GDDR5,169.0000000000
1507,NVidia,GeForce 660 Ti,GALAX,2.00000,GDDR5,238.1900000000
1508,NVidia,GeForce 660 Ti,GALAX,3.00000,GDDR5,0
1509,NVidia,GeForce 660 Ti,Gigabyte,2.00000,GDDR5,167.2600000000
1510,NVidia,GeForce 660 Ti,Gigabyte,3.00000,GDDR5,381
1511,NVidia,GeForce 660 Ti,MSI,2.00000,GDDR5,176.0800000000
1512,NVidia,GeForce 660 Ti,Palit,2.00000,GDDR5,163.31
1513,NVidia,GeForce 660 Ti,PNY,2.00000,GDDR5,156.5300000000
1514,NVidia,GeForce 660 Ti,Sparkle,2.00000,GDDR5,141.9900000000
1515,NVidia,GeForce 660 Ti,Zotac,2.00000,GDDR5,196.3500000000
1516,NVidia,GeForce 670,Asus,2.00000,GDDR5,169.99
1517,NVidia,GeForce 670,Asus,4.00000,GDDR5,445
1518,NVidia,GeForce 670,EVGA,2.00000,GDDR5,350.1666666666
1519,NVidia,GeForce 670,EVGA,4.00000,GDDR5,504.5
1520,NVidia,GeForce 670,Gainward,2.00000,GDDR5,312.2900000000
1521,NVidia,GeForce 670,GALAX,2.00000,GDDR5,0
1522,NVidia,GeForce 670,GALAX,4.00000,GDDR5,0
1523,NVidia,GeForce 670,Gigabyte,2.00000,GDDR5,120.9300000000
1524,NVidia,GeForce 670,Gigabyte,4.00000,GDDR5,480
1525,NVidia,GeForce 670,Inno3D,4.00000,GDDR5,259.3200000000
1526,NVidia,GeForce 670,MSI,2.00000,GDDR5,296.8000000000
1527,NVidia,GeForce 670,Palit,2.00000,GDDR5,0
1528,NVidia,GeForce 670,PNY,2.00000,GDDR5,196.99
1529,NVidia,GeForce 670,Sparkle,2.00000,GDDR5,224.7300000000
1530,NVidia,GeForce 670,Zotac,2.00000,GDDR5,140.9500000000
1531,NVidia,GeForce 670,Zotac,4.00000,GDDR5,231.38
1532,NVidia,GeForce 680,Asus,2.00000,GDDR5,449.3333333333
1533,NVidia,GeForce 680,Asus,4.00000,GDDR5,620.5
1534,NVidia,GeForce 680,EVGA,2.00000,GDDR5,443.2
1535,NVidia,GeForce 680,EVGA,4.00000,GDDR5,703.0000000000
1536,NVidia,GeForce 680,Gainward,2.00000,GDDR5,308.7500000000
1537,NVidia,GeForce 680,Gainward,4.00000,GDDR5,492.3300000000
1538,NVidia,GeForce 680,GALAX,2.00000,GDDR5,0
1539,NVidia,GeForce 680,GALAX,4.00000,GDDR5,0
1540,NVidia,GeForce 680,Gigabyte,2.00000,GDDR5,130.6800000000
1541,NVidia,GeForce 680,Gigabyte,4.00000,GDDR5,420.9700000000
1542,NVidia,GeForce 680,Inno3D,2.00000,GDDR5,274.5
1543,NVidia,GeForce 680,Leadtek,2.00000,GDDR5,399.98
1544,NVidia,GeForce 680,MSI,2.00000,GDDR5,243.0000000000
1545,NVidia,GeForce 680,MSI,4.00000,GDDR5,0
1546,NVidia,GeForce 680,PNY,2.00000,GDDR5,389.98
1547,NVidia,GeForce 680,PNY,4.00000,GDDR5,476.43
1548,NVidia,GeForce 680,Sparkle,2.00000,GDDR5,0
1549,NVidia,GeForce 680,Zotac,2.00000,GDDR5,322.7200000000
1550,NVidia,GeForce 680,Zotac,4.00000,GDDR5,354.3100000000
1551,NVidia,GeForce 690,Asus,4.00000,GDDR5,739.5
1552,NVidia,GeForce 690,EVGA,4.00000,GDDR5,0
1553,NVidia,GeForce 690,Gainward,4.00000,GDDR5,834.57
1554,NVidia,GeForce 690,Gigabyte,4.00000,GDDR5,162.9900000000
1555,NVidia,GeForce 710,Asus,1.00000,GDDR3,20.0000000000
1556,NVidia,GeForce 710,Asus,1.00000,GDDR5,21.9400000000
1557,NVidia,GeForce 710,Asus,2.00000,GDDR3,21.0200000000
1558,NVidia,GeForce 710,Asus,2.00000,GDDR5,118.4200000000
1559,NVidia,GeForce 710,EVGA,1.00000,GDDR3,107.6650000000
1560,NVidia,GeForce 710,EVGA,2.00000,GDDR3,104.7100000000
1561,NVidia,GeForce 710,EVGA,2.00000,GDDR5,48.5100000000
1562,NVidia,GeForce 710,Gainward,1.00000,GDDR3,24.9000000000
1563,NVidia,GeForce 710,Gainward,2.00000,GDDR3,31.9000000000
1564,NVidia,GeForce 710,GALAX,1.00000,GDDR3,32.4000000000
1565,NVidia,GeForce 710,GALAX,2.00000,GDDR3,34.5500000000
1566,NVidia,GeForce 710,Gigabyte,1.00000,GDDR3,20.0000000000
1567,NVidia,GeForce 710,Gigabyte,1.00000,GDDR5,33.9300000000
1568,NVidia,GeForce 710,Gigabyte,2.00000,GDDR3,24.6600000000
1569,NVidia,GeForce 710,Gigabyte,2.00000,GDDR5,25.9500000000
1570,NVidia,GeForce 710,Inno3D,1.00000,GDDR3,1.0800000000
1571,NVidia,GeForce 710,Inno3D,2.00000,GDDR3,26.9900000000
1572,NVidia,GeForce 710,MSI,1.00000,GDDR3,17.9900000000
1573,NVidia,GeForce 710,MSI,2.00000,GDDR3,101.1700000000
1574,NVidia,GeForce 710,Palit,1.00000,GDDR3,21.5000000000
1575,NVidia,GeForce 710,Palit,2.00000,GDDR3,26.9900000000
1576,NVidia,GeForce 710,PNY,1.00000,GDDR3,102.6800000000
1577,NVidia,GeForce 710,PNY,2.00000,GDDR3,33.1400000000
1578,NVidia,GeForce 710,Zotac,1.00000,GDDR3,106.8800000000
1579,NVidia,GeForce 710,Zotac,2.00000,GDDR3,25.0000000000
1580,NVidia,GeForce 720,Asus,1.00000,GDDR3,113.3400000000
1581,NVidia,GeForce 720,Asus,2.00000,GDDR3,100.0000000000
1582,NVidia,GeForce 720,EVGA,1.00000,GDDR3,25.0000000000
1583,NVidia,GeForce 720,EVGA,2.00000,GDDR3,34.9000000000
1584,NVidia,GeForce 720,Gigabyte,1.00000,GDDR3,30.7300000000
1585,NVidia,GeForce 720,MSI,1.00000,GDDR3,23.3233333333
1586,NVidia,GeForce 720,MSI,1.00000,GDDR5,31.9800000000
1587,NVidia,GeForce 720,MSI,2.00000,GDDR3,27.9900000000
1588,NVidia,GeForce 720,MSI,2.00000,GDDR5,23.9900000000
1589,NVidia,GeForce 720,Palit,1.00000,GDDR3,29.9900000000
1590,NVidia,GeForce 720,Palit,2.00000,GDDR3,32.3900000000
1591,NVidia,GeForce 720,PNY,1.00000,GDDR3,107.8700000000
1592,NVidia,GeForce 720,Zotac,1.00000,GDDR3,32.9900000000
1593,NVidia,GeForce 720,Zotac,2.00000,GDDR3,150.1700000000
1594,NVidia,GeForce 7200,EVGA,.25000,GDDR2,0
1595,NVidia,GeForce 7200,EVGA,.50000,GDDR2,203.95
1596,NVidia,GeForce 7200,Zotac,.25000,GDDR2,19.9000000000
1597,NVidia,GeForce 730,Asus,1.00000,GDDR3,100.0000000000
1598,NVidia,GeForce 730,Asus,1.00000,GDDR5,41.8100000000
1599,NVidia,GeForce 730,Asus,2.00000,GDDR3,100.9900000000
1600,NVidia,GeForce 730,Asus,2.00000,GDDR5,46.9800000000
1601,NVidia,GeForce 730,Asus,4.00000,GDDR3,55.1400000000
1602,NVidia,GeForce 730,EVGA,1.00000,GDDR3,103.9700000000
1603,NVidia,GeForce 730,EVGA,1.00000,GDDR5,100.0000000000
1604,NVidia,GeForce 730,EVGA,2.00000,GDDR3,100.0000000000
1605,NVidia,GeForce 730,EVGA,2.00000,GDDR5,100.0400000000
1606,NVidia,GeForce 730,EVGA,4.00000,GDDR3,100.1400000000
1607,NVidia,GeForce 730,Gainward,1.00000,GDDR3,39.4600000000
1608,NVidia,GeForce 730,Gainward,2.00000,GDDR3,43.4400000000
1609,NVidia,GeForce 730,Gainward,2.00000,GDDR5,45.8900000000
1610,NVidia,GeForce 730,Gainward,4.00000,GDDR5,118.1600000000
1611,NVidia,GeForce 730,GALAX,1.00000,GDDR5,29.9900000000
1612,NVidia,GeForce 730,Gigabyte,1.00000,GDDR3,49.9900000000
1613,NVidia,GeForce 730,Gigabyte,1.00000,GDDR5,39.2600000000
1614,NVidia,GeForce 730,Gigabyte,2.00000,GDDR3,100.0000000000
1615,NVidia,GeForce 730,Gigabyte,2.00000,GDDR5,100.7100000000
1616,NVidia,GeForce 730,Inno3D,1.00000,GDDR3,41.9900000000
1617,NVidia,GeForce 730,Inno3D,1.00000,GDDR5,44.6800000000
1618,NVidia,GeForce 730,Inno3D,2.00000,GDDR3,43.2900000000
1619,NVidia,GeForce 730,Inno3D,2.00000,GDDR5,45.9200000000
1620,NVidia,GeForce 730,Inno3D,4.00000,GDDR3,60.8000000000
1621,NVidia,GeForce 730,MSI,1.00000,GDDR5,101.9800000000
1622,NVidia,GeForce 730,MSI,2.00000,GDDR3,100.3133333333
1623,NVidia,GeForce 730,MSI,2.00000,GDDR5,100.1285714285
1624,NVidia,GeForce 730,MSI,4.00000,GDDR3,101.4700000000
1625,NVidia,GeForce 730,Palit,1.00000,GDDR3,35.9900000000
1626,NVidia,GeForce 730,Palit,2.00000,GDDR3,29.9900000000
1627,NVidia,GeForce 730,Palit,2.00000,GDDR5,46.7700000000
1628,NVidia,GeForce 730,Palit,4.00000,GDDR3,64.2400000000
1629,NVidia,GeForce 730,Palit,4.00000,GDDR5,41.6100000000
1630,NVidia,GeForce 730,PNY,1.00000,GDDR3,37.1600000000
1631,NVidia,GeForce 730,PNY,2.00000,GDDR3,36.7700000000
1632,NVidia,GeForce 730,Zotac,1.00000,GDDR3,31.0533333333
1633,NVidia,GeForce 730,Zotac,1.00000,GDDR5,12.0200000000
1634,NVidia,GeForce 730,Zotac,2.00000,GDDR3,100.0350000000
1635,NVidia,GeForce 730,Zotac,2.00000,GDDR5,105.3300000000
1636,NVidia,GeForce 730,Zotac,4.00000,GDDR3,100.3950000000
1637,NVidia,GeForce 730,Zotac,4.00000,GDDR5,62.2000000000
1638,NVidia,GeForce 7300,Albatron,.12500,GDDR2,30
1639,NVidia,GeForce 7300,Gigabyte,.12500,GDDR2,41.94
1640,NVidia,GeForce 7300,Inno3D,.25000,GDDR2,38.39
1641,NVidia,GeForce 740,Asus,1.00000,GDDR5,109.5600000000
1642,NVidia,GeForce 740,Asus,2.00000,GDDR3,100.9400000000
1643,NVidia,GeForce 740,Asus,2.00000,GDDR5,100.5500000000
1644,NVidia,GeForce 740,EVGA,1.00000,GDDR5,116.0000000000
1645,NVidia,GeForce 740,EVGA,2.00000,GDDR3,101.7900000000
1646,NVidia,GeForce 740,EVGA,2.00000,GDDR5,100.6700000000
1647,NVidia,GeForce 740,EVGA,4.00000,GDDR3,100.0300000000
1648,NVidia,GeForce 740,EVGA,4.00000,GDDR5,101.9900000000
1649,NVidia,GeForce 740,Gainward,1.00000,GDDR5,66.14
1650,NVidia,GeForce 740,GALAX,1.00000,GDDR5,66.3500000000
